"species","COUNT(sourceID)"
"Miconia lamprophylla",103
"Pouteria durlandii",103
"Cordia lomatoloba",104
"Garcinia macrophylla",104
"Protium gallosum",104
"Terminalia fagifolia",104
"Trigynaea duckei",104
"Licania micrantha",105
"Maquira guianensis",105
"Myriocarpa stipitata",105
"Attalea plowmanii",106
"Chrysophyllum venezuelanense",106
"Duguetia stelechantha",106
"Paypayrola grandiflora",106
"Richeria grandis",106
"Virola michelii",106
"Xylopia nitida",107
"Conceveiba guianensis",108
"Copaifera reticulata",108
"Hymenolobium nitidum",108
"Iryanthera ulei",108
"Ocotea javitensis",108
"Sagotia racemosa",108
"Warszewiczia schwackei",108
"Diospyros pseudoxylopia",109
"Eugenia myrobalana",109
"Garcinia gardneriana",109
"Neea parviflora",109
"Talisia cerasina",109
"Acalypha diversifolia",110
"Allophylus petiolulatus",110
"Didymocistus chrysadenius",110
"Eschweilera itayensis",110
"Euxylophora paraensis",110
"Hirtella bicornis",110
"Mabea speciosa",110
"Gallesia integrifolia",111
"Rinorea pubiflora",111
"Celtis iguanaea",112
"Dipteryx micrantha",112
"Licania licaniiflora",112
"Mabea nitida",112
"Tachigali ptychophysca",112
"Ampelocera edentula",113
"Protium nitidifolium",113
"Matayba inelegans",115
"Astrocaryum chonta",116
"Eschweilera romeu-cardosoi",116
"Guarea pubescens",116
"Jacaranda glabra",116
"Miconia triplinervis",116
"Thyrsodium spruceanum",116
"Unonopsis duckei",117
"Byrsonima cydoniifolia",118
"Corythophora rimosa",118
"Rinorea lindeniana",118
"Helicostylis scabra",119
"Mabea fistulifera",119
"Ocotea nigrescens",119
"Aniba terminalis",120
"Anisophyllea manausensis",120
"Casearia javitensis",120
"Pouteria venosa",120
"Tovomita calophyllophylla",120
"Couratari guianensis",122
"Eschweilera gigantea",122
"Fusaea longifolia",122
"Pseudopiptadenia suaveolens",122
"Sloanea fragrans",122
"Myrcia grandis",123
"Vantanea guianensis",124
"Endopleura uchi",125
"Jacaratia digitata",125
"Myrcia fallax",125
"Sterculia tessmannii",125
"Caraipa tereticaulis",126
"Guazuma ulmifolia",126
"Sarcaulus brasiliensis",126
"Maquira calophylla",127
"Bactris major",128
"Hedyosmum racemosum",128
"Macrolobium gracile",128
"Terminalia amazonia",128
"Annona ambotay",129
"Iryanthera olacoides",129
"Endlicheria formosa",130
"Inga gracilifolia",130
"Licania sandwithii",130
"Miconia splendens",131
"Lacunaria jenmanii",132
"Mouriri acutiflora",132
"Syagrus sancona",132
"Caryocar glabrum",133
"Sapium glandulosum",133
"Cordia exaltata",134
"Licania kunthiana",134
"Tapura juruana",134
"Couratari stellata",136
"Ephedranthus amazonicus",136
"Inga striata",136
"Protium strumosum",136
"Pouteria hispida",137
"Terminalia oblonga",137
"Ampelocera ruizii",138
"Aparisthmium cordatum",138
"Licaria cannella",138
"Neea amplifolia",138
"Trichilia poeppigii",138
"Adenocalymma cladotrichum",140
"Cecropia distachya",140
"Licania impressa",140
"Macrolobium acaciifolium",140
"Marila laxiflora",140
"Oxandra xylopioides",140
"Pouteria procera",140
"Quiina amazonica",140
"Stryphnodendron racemiferum",140
"Oxandra polyantha",141
"Triplaris americana",141
"Pouteria bangii",143
"Ceiba samauma",144
"Inga cinnamomea",144
"Micrandra spruceana",144
"Swartzia arborescens",144
"Swartzia ingifolia",144
"Talisia esculenta",144
"Trichilia pallida",144
"Trichilia rubra",144
"Castilla ulei",145
"Pouteria bilocularis",145
"Allophylus loretensis",146
"Ecclinusa ramiflora",146
"Laetia procera",147
"Haploclathra cordata",148
"Inga umbellifera",148
"Pseudopiptadenia psilostachya",148
"Swartzia tessmannii",148
"Siparuna guianensis",149
"Protium subserratum",150
"Virola multinervia",150
"Guatteria scytophylla",151
"Micropholis egensis",151
"Apeiba membranacea",152
"Cathedra acuminata",152
"Guarea trunciflora",152
"Himatanthus sucuuba",152
"Pouteria rostrata",152
"Guarea pterorhachis",153
"Virola theiodora",153
"Andira inermis",154
"Calophyllum longifolium",154
"Calyptranthes longifolia",154
"Tapirira obtusa",154
"Quiina florida",156
"Ceiba insignis",157
"Duguetia marcgraviana",157
"Mouriri apiranga",158
"Ocotea bofo",158
"Protium opacum",158
"Quararibea ochrocalyx",158
"Vochysia mapirensis",158
"Aspidosperma multiflorum",160
"Miconia holosericea",160
"Conchocarpus longifolius",162
"Didymopanax morototoni",162
"Combretum laxum",163
"Garcinia madruno",163
"Neea divaricata",163
"Aniba taubertiana",164
"Eschweilera collina",164
"Eschweilera rufifolia",166
"Inga acreana",166
"Lecythis prancei",166
"Pachira insignis",166
"Vatairea erythrocarpa",166
"Cecropia concolor",167
"Trymatococcus amazonicus",167
"Anaueria brasiliensis",168
"Lonchocarpus spiciflorus",168
"Vochysia haenkeana",168
"Licania egleri",169
"Eschweilera micrantha",170
"Humiria balsamifera",170
"Protium nodulosum",171
"Ficus maxima",173
"Sacoglottis guianensis",173
"Brosimum potabile",174
"Cecropia membranacea",174
"Pouteria retinervis",174
"Pourouma bicolor",175
"Pseudomalmea diclina",175
"Eschweilera cyathiformis",176
"Nealchornea yapurensis",176
"Zygia divaricata",176
"Stachyarrhena spicata",177
"Piper crassinervium",178
"Brosimum utile",179
"Ocotea aciphylla",179
"Alchornea glandulosa",180
"Pouteria campanulata",180
"Miconia punctata",182
"Parkia nitida",182
"Salacia gigantea",182
"Salacia macrantha",183
"Attalea phalerata",184
"Swartzia myrtifolia",184
"Triplaris poeppigiana",184
"Bauhinia rufa",186
"Bocageopsis multiflora",186
"Pouteria eugeniifolia",186
"Hieronyma duquei",188
"Virola surinamensis",188
"Protium rhynchophyllum",189
"Dinizia excelsa",190
"Duguetia flagellaris",190
"Tapura amazonica",190
"Galipea trifoliata",191
"Aspidosperma excelsum",192
"Enterolobium schomburgkii",192
"Piper obliquum",192
"Pseudobombax longiflorum",196
"Alchornea pearcei",198
"Emmotum nitens",198
"Meliosma herbertii",199
"Dipteryx magnifica",200
"Eperua duckeana",200
"Eschweilera albiflora",200
"Geissospermum argenteum",200
"Inga cylindrica",202
"Licania brittoniana",202
"Maquira sclerophylla",202
"Roupala montana",203
"Xylopia benthamii",203
"Aniba panurensis",204
"Brosimum acutifolium",204
"Campsiandra angustifolia",204
"Qualea parviflora",204
"Tachigali rugosa",204
"Theobroma sylvestre",204
"Aspidosperma rigidum",205
"Naucleopsis krukovii",205
"Trichilia septentrionalis",205
"Eschweilera bracteosa",206
"Inga sertulifera",206
"Pouteria cladantha",207
"Luehea candicans",208
"Heisteria acuminata",210
"Iryanthera paraensis",212
"Gustavia hexapetala",213
"Turpinia occidentalis",213
"Inga acrocephala",214
"Inga stipularis",214
"Lindackeria paludosa",214
"Piper reticulatum",214
"Casearia sylvestris",216
"Inga ruiziana",216
"Taralea oppositifolia",216
"Xylopia emarginata",216
"Anaxagorea brevipes",220
"Pouteria gomphiifolia",220
"Naucleopsis glabra",222
"Sorocea steinbachii",222
"Inga tomentosa",224
"Pourouma tomentosa",224
"Sorocea briquetii",224
"Protium puncticulatum",225
"Casearia arborea",227
"Eschweilera pseudodecolorans",227
"Eugenia florida",227
"Eschweilera pedicellata",229
"Heisteria ovata",230
"Attalea maripa",231
"Vochysia obidensis",231
"Inga disticha",232
"Pentaplaris davidsmithii",232
"Corythophora alta",233
"Cedrelinga cateniformis",234
"Simira macrocrater",235
"Tetragastris altissima",235
"Macrolobium angustifolium",240
"Pouteria ephedrantha",240
"Inga heterophylla",244
"Eschweilera atropetiolata",247
"Pouteria guianensis",247
"Copaifera langsdorffii",248
"Dicymbe uaiparuensis",248
"Duguetia spixiana",249
"Perebea guianensis",249
"Anadenanthera colubrina",250
"Astronium fraxinifolium",251
"Nectandra pulverulenta",251
"Brosimum alicastrum",252
"Protium sagotianum",252
"Ecclinusa lanceolata",254
"Protium heptaphyllum",258
"Caraipa densifolia",259
"Inga punctata",260
"Inga tenuistipula",260
"Ocotea guianensis",262
"Casearia gossypiosperma",264
"Protium aracouchini",265
"Conceveiba rhytidocarpa",266
"Pouteria filipes",268
"Osteophloeum platyspermum",270
"Clarisia biflora",271
"Eschweilera parvifolia",272
"Pouteria trilocularis",272
"Trichilia quadrijuga",273
"Miconia pyrifolia",274
"Trichilia adolfi",278
"Diplotropis purpurea",280
"Hirtella excelsa",280
"Macrolobium limbatum",280
"Swartzia benthamiana",280
"Siparuna cuspidata",281
"Sloanea guianensis",281
"Sorocea guilleminiana",282
"Sapium marmieri",283
"Chrysochlamys ulei",287
"Aspidosperma macrocarpon",288
"Simarouba amara",288
"Sandwithia guyanensis",290
"Pouteria oppositifolia",291
"Protium paniculatum",293
"Cordia bicolor",296
"Rinorea riana",297
"Cynometra spruceana",304
"Abarema jupunba",308
"Hevea brasiliensis",308
"Tachigali melinonii",308
"Couepia guianensis",309
"Guarea gomma",310
"Cecropia sciadophylla",313
"Chrysophyllum sanguinolentum",313
"Protium spruceanum",315
"Crepidospermum goudotianum",318
"Dipteryx odorata",322
"Zygia latifolia",323
"Neea macrophylla",324
"Pouteria macrophylla",325
"Talisia angustifolia",327
"Theobroma speciosum",328
"Swartzia tomentifera",330
"Manilkara bidentata",335
"Pouteria anomala",337
"Trichilia elegans",338
"Protium altsonii",339
"Otoba glycycarpa",340
"Astrocaryum macrocalyx",342
"Inga auristellae",344
"Eperua glabriflora",350
"Goupia glabra",350
"Lacistema aggregatum",350
"Swartzia reticulata",350
"Licania canescens",351
"Symmeria paniculata",354
"Helianthostylis sprucei",355
"Hevea guianensis",355
"Pouteria decorticans",355
"Inga nobilis",356
"Guarea kunthiana",357
"Aspidosperma cylindrocarpon",359
"Geissospermum sericeum",359
"Graffenrieda limbata",360
"Pterocarpus rohrii",360
"Virola elongata",363
"Lueheopsis hoehnei",366
"Pouteria glomerata",372
"Eschweilera truncata",373
"Hasseltia floribunda",374
"Cordia ucayaliensis",378
"Dendropanax arboreus",378
"Aspidosperma parvifolium",380
"Cordia alliodora",380
"Platypodium elegans",380
"Xylopia sericea",380
"Mollinedia killipii",382
"Ruizodendron ovale",382
"Swartzia polyphylla",382
"Protium decandrum",383
"Eperua leucantha",384
"Clarisia racemosa",386
"Hirtella triandra",386
"Drypetes amazonica",388
"Scleronema micranthum",390
"Virola pavonis",396
"Inga edulis",406
"Lecythis confertiflora",410
"Trichilia inaequilatera",410
"Poulsenia armata",411
"Licania apetala",414
"Maquira coriacea",414
"Protium trifoliolatum",417
"Machaerium acutifolium",418
"Spondias mombin",419
"Hymenaea courbaril",420
"Phytelephas macrocarpa",424
"Micrandra elata",430
"Apuleia leiocarpa",434
"Pouteria reticulata",439
"Inga chartacea",446
"Eschweilera tessmannii",453
"Myroxylon balsamum",456
"Swartzia recurva",460
"Protium tenuifolium",462
"Rinorea racemosa",465
"Capirona decorticans",467
"Macrolobium bifolium",468
"Naucleopsis caloneura",477
"Inga ingoides",478
"Bocoa viridiflora",480
"Pourouma cecropiifolia",486
"Licania membranacea",496
"Roucheria punctata",497
"Jacaranda copaia",499
"Micrandropsis scleroxylon",502
"Piper pseudoarboreum",506
"Hirtella gracilipes",508
"Matayba guianensis",509
"Lunania parviflora",511
"Trichilia pleeana",512
"Brosimum rubescens",513
"Guarea guidonia",533
"Inga alba",536
"Protium apiculatum",543
"Miconia poeppigii",546
"Attalea butyracea",557
"Inga paraensis",562
"Protium neglectum",565
"Mauritia flexuosa",572
"Pouteria cuspidata",578
"Inga thibaudiana",592
"Symphonia globulifera",592
"Tachigali paniculata",592
"Combretum leprosum",604
"Pseudolmedia laevigata",606
"Ecclinusa guianensis",611
"Helicostylis tomentosa",616
"Brosimum guianense",620
"Licania heteromorpha",620
"Unonopsis floribunda",621
"Siphoneugena occidentalis",634
"Miconia chrysophylla",635
"Pouteria torta",641
"Amaioua guianensis",649
"Micropholis venulosa",657
"Theobroma cacao",685
"Pseudolmedia macrophylla",693
"Virola sebifera",694
"Celtis schippii",709
"Otoba parvifolia",721
"Sloanea eichleri",729
"Qualea paraensis",737
"Physocalymma scaberrimum",758
"Tapirira guianensis",758
"Cordia nodosa",762
"Macrolobium microcalyx",780
"Swartzia racemosa",796
"Inga marginata",832
"Oenocarpus bacaba",865
"Siparuna cristata",872
"Pouteria caimito",887
"Inga laurina",892
"Eschweilera grandiflora",940
"Bactris concinna",954
"Dialium guianense",960
"Inga capitata",964
"Zygia racemosa",994
"Erisma uncinatum",997
"Micropholis guyanensis",998
"Guarea macrophylla",1026
"Lecythis idatimon",1052
"Quararibea wittii",1080
"Hirtella racemosa",1083
"Brosimum lactescens",1091
"Cheiloclinium cognatum",1092
"Pausandra trianae",1100
"Pseudolmedia rigida",1120
"Tachigali bracteosa",1136
"Eschweilera wachenheimii",1155
"Tetragastris panamensis",1156
"Iryanthera juruensis",1159
"Minquartia guianensis",1192
"Virola calophylla",1236
"Pourouma guianensis",1241
"Oenocarpus bataua",1303
"Sacoglottis mattogrossensis",1303
"Leonia glycycarpa",1343
"Vouacapoua americana",1356
"Pourouma minor",1365
"Protium hebetatum",1403
"Astrocaryum murumuru",1411
"Rinoreocarpus ulei",1423
"Iryanthera laevis",1443
"Rinorea guianensis",1453
"Licania octandra",1488
"Oenocarpus mapora",1511
"Siparuna decipiens",1610
"Metrodorea flavida",1642
"Rinorea viridifolia",1836
"Eschweilera coriacea",1962
"Socratea exorrhiza",2700
"Iriartea deltoidea",4317
"Euterpe precatoria",4425
"Pseudolmedia laevis",4718
